lsoa_code,borough,major_category,minor_category,value,year,month
E01001911,Hammersmith and Fulham,Burglary,Burglary in Other Buildings,0,2012,2
E01002276,Havering,Drugs,Drug Trafficking,0,2009,5
E01002793,Islington,Other Notifiable Offences,Going Equipped,0,2016,12
E01000901,Camden,Violence Against the Person,Wounding/GBH,0,2012,5
E01001928,Hammersmith and Fulham,Violence Against the Person,Common Assault,0,2009,8
E01001017,Croydon,Burglary,Burglary in a Dwelling,0,2014,12
E01003592,Newham,Fraud or Forgery,Other Fraud & Forgery,0,2009,8
E01003571,Newham,Theft and Handling,Handling Stolen Goods,0,2013,12
E01002779,Islington,Burglary,Burglary in a Dwelling,4,2009,1
E01000280,Barnet,Theft and Handling,Theft From Motor Vehicle,1,2008,4
E01004499,Wandsworth,Violence Against the Person,Wounding/GBH,0,2008,4
E01001326,Ealing,Criminal Damage,Criminal Damage To Other Building,1,2009,2
E01001222,Ealing,Drugs,Possession Of Drugs,2,2014,11
E01004226,Tower Hamlets,Theft and Handling,Handling Stolen Goods,0,2013,7
E01002721,Islington,Burglary,Burglary in Other Buildings,0,2008,7
E01002747,Islington,Theft and Handling,Other Theft Person,0,2011,6
E01001694,Greenwich,Violence Against the Person,Common Assault,2,2014,12
E01000903,Camden,Robbery,Personal Property,0,2014,6
E01004540,Wandsworth,Robbery,Personal Property,0,2014,4
E01003201,Lewisham,Violence Against the Person,Wounding/GBH,0,2015,3
E01002213,Harrow,Theft and Handling,Theft From Motor Vehicle,1,2010,8
E01004652,Westminster,Theft and Handling,Other Theft,4,2016,12
E01004637,Wandsworth,Burglary,Burglary in a Dwelling,0,2013,1
E01003028,Lambeth,Violence Against the Person,Offensive Weapon,0,2008,3
E01000569,Brent,Drugs,Possession Of Drugs,0,2012,6
E01001969,Haringey,Theft and Handling,Handling Stolen Goods,0,2009,9
E01000283,Barnet,Drugs,Possession Of Drugs,0,2015,12
E01004632,Wandsworth,Drugs,Possession Of Drugs,0,2014,12
E01000673,Bromley,Theft and Handling,Other Theft,0,2015,7
E01002417,Hillingdon,Theft and Handling,Other Theft Person,0,2014,9
E01000405,Bexley,Criminal Damage,Other Criminal Damage,0,2010,7
E01004183,Sutton,Violence Against the Person,Wounding/GBH,0,2008,6
E01002383,Havering,Theft and Handling,Theft From Shops,0,2009,6
E01004557,Wandsworth,Robbery,Business Property,0,2009,11
E01003492,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2012,7
E01003316,Lewisham,Burglary,Burglary in a Dwelling,0,2009,7
E01000946,Camden,Robbery,Personal Property,0,2010,12
E01004636,Wandsworth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,9
E01001410,Enfield,Criminal Damage,Criminal Damage To Dwelling,0,2012,10
E01000693,Bromley,Violence Against the Person,Harassment,0,2014,12
E01001930,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2011,5
E01000942,Camden,Criminal Damage,Criminal Damage To Dwelling,0,2016,7
E01004188,Sutton,Theft and Handling,Theft From Motor Vehicle,3,2014,12
E01002857,Kensington and Chelsea,Burglary,Burglary in Other Buildings,0,2011,6
E01000806,Bromley,Violence Against the Person,Other violence,0,2016,9
E01003617,Newham,Drugs,Drug Trafficking,0,2012,8
E01000994,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,5
E01033568,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,0,2016,5
E01003481,Newham,Theft and Handling,Handling Stolen Goods,0,2015,6
E01002674,Hounslow,Violence Against the Person,Other violence,0,2010,7
E01004624,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,0,2014,2
E01004708,Westminster,Other Notifiable Offences,Other Notifiable,0,2013,2
E01000288,Barnet,Other Notifiable Offences,Going Equipped,0,2009,7
E01001720,Hackney,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,5
E01001638,Greenwich,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,9
E01002895,Kensington and Chelsea,Fraud or Forgery,Other Fraud & Forgery,0,2008,5
E01001350,Ealing,Theft and Handling,Handling Stolen Goods,0,2010,10
E01000687,Bromley,Drugs,Possession Of Drugs,0,2012,1
E01003919,Southwark,Robbery,Personal Property,0,2011,1
E01003350,Lewisham,Drugs,Drug Trafficking,0,2015,2
E01001430,Enfield,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2010,12
E01002188,Harrow,Violence Against the Person,Other violence,0,2011,3
E01003827,Richmond upon Thames,Drugs,Drug Trafficking,0,2016,10
E01001635,Greenwich,Criminal Damage,Other Criminal Damage,2,2014,9
E01001476,Enfield,Criminal Damage,Other Criminal Damage,0,2015,5
E01001324,Ealing,Criminal Damage,Other Criminal Damage,0,2009,3
E01001578,Greenwich,Theft and Handling,Theft From Motor Vehicle,1,2011,3
E01003110,Lambeth,Burglary,Burglary in Other Buildings,0,2009,2
E01003753,Redbridge,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,3
E01004477,Wandsworth,Criminal Damage,Other Criminal Damage,0,2013,8
E01004130,Sutton,Violence Against the Person,Other violence,0,2013,7
E01000475,Brent,Theft and Handling,Other Theft Person,0,2015,5
E01004236,Tower Hamlets,Drugs,Possession Of Drugs,0,2011,10
E01000247,Barnet,Robbery,Personal Property,0,2010,1
E01004159,Sutton,Drugs,Drug Trafficking,0,2015,5
E01001343,Ealing,Burglary,Burglary in Other Buildings,0,2016,12
E01001647,Greenwich,Theft and Handling,Other Theft,0,2008,6
E01001671,Greenwich,Drugs,Possession Of Drugs,0,2009,10
E01004534,Wandsworth,Violence Against the Person,Offensive Weapon,0,2014,7
E01004760,Westminster,Drugs,Drug Trafficking,1,2008,10
E01001569,Enfield,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,7
E01001013,Croydon,Theft and Handling,Other Theft Person,1,2011,6
E01004127,Sutton,Burglary,Burglary in Other Buildings,0,2008,1
E01003680,Redbridge,Theft and Handling,Other Theft Person,0,2010,9
E01004576,Wandsworth,Criminal Damage,Other Criminal Damage,0,2008,10
E01003220,Lewisham,Violence Against the Person,Offensive Weapon,0,2012,12
E01004551,Wandsworth,Violence Against the Person,Common Assault,5,2013,7
E01003257,Lewisham,Drugs,Possession Of Drugs,1,2010,10
E01002969,Kingston upon Thames,Burglary,Burglary in a Dwelling,1,2010,9
E01000823,Bromley,Theft and Handling,Handling Stolen Goods,0,2010,11
E01003117,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,3,2013,11
E01000977,Croydon,Theft and Handling,Other Theft Person,0,2015,1
E01003551,Newham,Theft and Handling,Theft From Motor Vehicle,1,2012,2
E01001262,Ealing,Criminal Damage,Criminal Damage To Other Building,0,2008,8
E01001002,Croydon,Drugs,Other Drugs,0,2012,10
E01000451,Bexley,Theft and Handling,Other Theft Person,0,2011,11
E01000101,Barking and Dagenham,Theft and Handling,Handling Stolen Goods,0,2008,9
E01000665,Bromley,Theft and Handling,Handling Stolen Goods,0,2014,12
E01001454,Enfield,Violence Against the Person,Common Assault,0,2011,2
E01033591,Redbridge,Violence Against the Person,Wounding/GBH,0,2011,6
E01002271,Havering,Drugs,Drug Trafficking,0,2014,4
E01000126,Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,9
E01001458,Enfield,Robbery,Business Property,0,2016,4
E01001150,Croydon,Drugs,Other Drugs,0,2008,3
E01000704,Bromley,Theft and Handling,Theft From Shops,0,2011,11
E01004421,Waltham Forest,Theft and Handling,Theft From Motor Vehicle,2,2009,10
E01003526,Newham,Drugs,Possession Of Drugs,1,2014,6
E01002944,Kingston upon Thames,Sexual Offences,Other Sexual,0,2011,9
E01002352,Havering,Robbery,Personal Property,0,2016,11
E01004523,Wandsworth,Violence Against the Person,Common Assault,0,2013,9
E01000359,Bexley,Violence Against the Person,Harassment,0,2011,10
E01003580,Newham,Violence Against the Person,Common Assault,2,2011,2
E01003837,Richmond upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,1,2008,11
E01003050,Lambeth,Criminal Damage,Other Criminal Damage,0,2015,8
E01003625,Newham,Criminal Damage,Criminal Damage To Dwelling,1,2016,2
E01004410,Waltham Forest,Theft and Handling,Other Theft,2,2016,1
E01002628,Hounslow,Theft and Handling,Other Theft Person,0,2012,7
E01000462,Bexley,Criminal Damage,Criminal Damage To Dwelling,0,2009,11
E01004643,Wandsworth,Violence Against the Person,Other violence,1,2008,11
E01002655,Hounslow,Robbery,Personal Property,1,2012,11
E01002318,Havering,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,8
E01001944,Hammersmith and Fulham,Robbery,Personal Property,0,2016,10
E01002254,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,0,2008,12
E01001377,Ealing,Violence Against the Person,Assault with Injury,0,2008,8
E01002162,Harrow,Theft and Handling,Other Theft Person,0,2016,7
E01004322,Tower Hamlets,Criminal Damage,Criminal Damage To Motor Vehicle,2,2016,2
E01002978,Kingston upon Thames,Burglary,Burglary in Other Buildings,3,2012,3
E01003979,Southwark,Burglary,Burglary in a Dwelling,0,2012,11
E01001942,Hammersmith and Fulham,Violence Against the Person,Wounding/GBH,0,2012,3
E01001483,Enfield,Criminal Damage,Criminal Damage To Other Building,0,2010,8
E01002445,Hillingdon,Drugs,Possession Of Drugs,1,2014,9
E01000346,Bexley,Burglary,Burglary in Other Buildings,1,2016,2
E01003003,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,7
E01000994,Croydon,Drugs,Drug Trafficking,0,2010,11
E01002034,Haringey,Burglary,Burglary in Other Buildings,1,2012,3
E01000579,Brent,Theft and Handling,Theft From Motor Vehicle,1,2016,9
E01003415,Merton,Theft and Handling,Handling Stolen Goods,0,2012,9
E01004708,Westminster,Drugs,Drug Trafficking,0,2013,4
E01002425,Hillingdon,Violence Against the Person,Offensive Weapon,0,2014,11
E01001716,Hackney,Criminal Damage,Other Criminal Damage,0,2010,9
E01000784,Bromley,Violence Against the Person,Common Assault,0,2011,5
E01000765,Bromley,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,9
E01001085,Croydon,Other Notifiable Offences,Other Notifiable,0,2015,3
E01003466,Merton,Robbery,Personal Property,1,2010,9
E01000498,Brent,Violence Against the Person,Harassment,0,2011,6
E01000225,Barnet,Burglary,Burglary in a Dwelling,0,2009,7
E01003221,Lewisham,Drugs,Possession Of Drugs,2,2008,12
E01004270,Tower Hamlets,Drugs,Possession Of Drugs,6,2011,7
E01002360,Havering,Criminal Damage,Criminal Damage To Dwelling,0,2011,1
E01003568,Newham,Drugs,Other Drugs,0,2010,3
E01002629,Hounslow,Violence Against the Person,Other violence,0,2011,10
E01003556,Newham,Drugs,Possession Of Drugs,0,2013,11
E01002854,Kensington and Chelsea,Theft and Handling,Other Theft Person,4,2013,10
E01003258,Lewisham,Robbery,Personal Property,0,2013,10
E01001377,Ealing,Burglary,Burglary in a Dwelling,0,2016,7
E01001247,Ealing,Robbery,Business Property,0,2015,4
E01002291,Havering,Theft and Handling,Theft From Motor Vehicle,0,2012,5
E01001914,Hammersmith and Fulham,Theft and Handling,Handling Stolen Goods,0,2008,6
E01001857,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Motor Vehicle,2,2011,11
E01001864,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Dwelling,0,2016,7
E01004139,Sutton,Drugs,Drug Trafficking,0,2010,4
E01003302,Lewisham,Robbery,Personal Property,0,2014,12
E01003696,Redbridge,Violence Against the Person,Harassment,0,2015,5
E01002325,Havering,Drugs,Possession Of Drugs,0,2011,8
E01001401,Enfield,Theft and Handling,Other Theft,2,2013,8
E01000956,Camden,Theft and Handling,Other Theft Person,5,2011,5
E01003678,Redbridge,Violence Against the Person,Common Assault,0,2008,4
E01002501,Hillingdon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,4
E01001655,Greenwich,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,7
E01000164,Barnet,Theft and Handling,Theft From Motor Vehicle,6,2008,3
E01001179,Croydon,Violence Against the Person,Assault with Injury,0,2009,3
E01001324,Ealing,Other Notifiable Offences,Other Notifiable,0,2010,11
E01002253,Havering,Other Notifiable Offences,Going Equipped,0,2016,5
E01004182,Sutton,Violence Against the Person,Other violence,0,2014,3
E01001395,Enfield,Criminal Damage,Criminal Damage To Dwelling,0,2010,5
E01003299,Lewisham,Theft and Handling,Theft From Motor Vehicle,0,2015,3
E01003615,Newham,Theft and Handling,Handling Stolen Goods,0,2012,2
E01003788,Redbridge,Criminal Damage,Criminal Damage To Other Building,0,2012,4
E01004548,Wandsworth,Violence Against the Person,Assault with Injury,0,2008,10
E01001007,Croydon,Burglary,Burglary in a Dwelling,6,2010,11
E01002652,Hounslow,Violence Against the Person,Other violence,0,2016,4
E01001225,Ealing,Violence Against the Person,Common Assault,1,2011,10
E01004640,Wandsworth,Violence Against the Person,Common Assault,0,2014,9
E01000358,Bexley,Theft and Handling,Theft From Shops,1,2015,4
E01002014,Haringey,Violence Against the Person,Offensive Weapon,1,2008,12
E01003838,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,0,2011,1
E01000354,Bexley,Violence Against the Person,Common Assault,1,2011,5
E01003969,Southwark,Theft and Handling,Theft From Motor Vehicle,1,2010,11
E01002643,Hounslow,Violence Against the Person,Assault with Injury,1,2009,10
E01000708,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,4
E01002661,Hounslow,Burglary,Burglary in Other Buildings,0,2014,1
E01004630,Wandsworth,Burglary,Burglary in Other Buildings,0,2012,10
E01002926,Kingston upon Thames,Drugs,Possession Of Drugs,0,2012,11
E01000692,Bromley,Other Notifiable Offences,Other Notifiable,0,2016,11
E01001768,Hackney,Criminal Damage,Criminal Damage To Motor Vehicle,0,2008,10
E01002671,Hounslow,Violence Against the Person,Wounding/GBH,0,2008,7
E01033151,Enfield,Criminal Damage,Criminal Damage To Other Building,0,2016,11
E01000259,Barnet,Theft and Handling,Other Theft,1,2011,12
E01001833,Hackney,Theft and Handling,Theft From Motor Vehicle,0,2012,12
E01000808,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2010,2
E01003646,Redbridge,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,5
E01004143,Sutton,Other Notifiable Offences,Other Notifiable,0,2008,4
E01033704,Hackney,Violence Against the Person,Wounding/GBH,0,2009,8
E01003237,Lewisham,Drugs,Other Drugs,0,2009,8
E01003780,Redbridge,Theft and Handling,Other Theft,0,2015,6
E01002433,Hillingdon,Criminal Damage,Other Criminal Damage,0,2016,3
E01003210,Lewisham,Theft and Handling,Other Theft Person,0,2014,12
E01004172,Sutton,Theft and Handling,Other Theft,1,2009,11
E01002651,Hounslow,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,12
E01000375,Bexley,Violence Against the Person,Harassment,1,2013,7
E01000564,Brent,Fraud or Forgery,Counted per Victim,0,2011,5
E01000136,Barnet,Criminal Damage,Other Criminal Damage,0,2014,3
E01002792,Islington,Robbery,Personal Property,0,2013,1
E01002053,Haringey,Criminal Damage,Criminal Damage To Dwelling,1,2008,8
E01003317,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2011,11
E01004525,Wandsworth,Robbery,Business Property,0,2013,11
E01002712,Islington,Robbery,Business Property,0,2008,1
E01002559,Hounslow,Burglary,Burglary in a Dwelling,0,2016,10
E01001364,Ealing,Theft and Handling,Theft From Motor Vehicle,1,2011,1
E01003248,Lewisham,Violence Against the Person,Wounding/GBH,0,2011,10
E01004281,Tower Hamlets,Violence Against the Person,Harassment,0,2013,8
E01001062,Croydon,Criminal Damage,Criminal Damage To Other Building,0,2015,12
E01001409,Enfield,Violence Against the Person,Harassment,1,2013,7
E01002940,Kingston upon Thames,Violence Against the Person,Assault with Injury,0,2013,6
